Model,Type,Account,Answer,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.28,0,58,58,58,0,0,0,=0/58,=0/58,=0/58
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.75,0,59,59,59,0,0,0,=0/59,=0/59,=0/59
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.6,0,60,60,60,0,0,0,=0/60,=0/60,=0/60
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90557.95,0,61,61,61,0,0,0,=0/61,=0/61,=0/61
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90083.26,0,62,62,62,0,0,0,=0/62,=0/62,=0/62
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.28,0,63,63,63,0,0,0,=0/63,=0/63,=0/63
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.6,0,64,64,64,0,0,0,=0/64,=0/64,=0/64
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,92676.75,0,65,65,65,0,0,0,=0/65,=0/65,=0/65
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.86,0,66,66,66,0,0,0,=0/66,=0/66,=0/66
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90574.89,0,67,67,67,0,0,0,=0/67,=0/67,=0/67
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90768.43,0,68,68,68,0,0,0,=0/68,=0/68,=0/68
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.74,0,69,69,69,0,0,0,=0/69,=0/69,=0/69
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90574.87,0,70,70,70,0,0,0,=0/70,=0/70,=0/70
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90574.85,0,71,71,71,0,0,0,=0/71,=0/71,=0/71
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,992337.86,0,72,72,72,0,0,0,=0/72,=0/72,=0/72
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,99212.84,0,73,73,73,0,0,0,=0/73,=0/73,=0/73
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.76,0,74,74,74,0,0,0,=0/74,=0/74,=0/74
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.66,0,75,75,75,0,0,0,=0/75,=0/75,=0/75
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.84,0,76,76,76,0,0,0,=0/76,=0/76,=0/76
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90574.47,0,77,77,77,0,0,0,=0/77,=0/77,=0/77
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.82,0,79,78,79,0,0,0,=0/79,=0/78,=0/79
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90574.75,0,80,79,80,0,0,0,=0/80,=0/79,=0/80
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.68,0,81,80,81,0,0,0,=0/81,=0/80,=0/81
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.67,0,82,81,82,0,0,0,=0/82,=0/81,=0/82
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,92740.84,0,83,82,83,0,0,0,=0/83,=0/82,=0/83
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,92749.39,0,84,83,84,0,0,0,=0/84,=0/83,=0/84
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.68,0,85,84,85,0,0,0,=0/85,=0/84,=0/85
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.82,0,86,85,86,0,0,0,=0/86,=0/85,=0/86
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.78,0,88,86,88,0,0,0,=0/88,=0/86,=0/88
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,92717.13,0,89,87,89,0,0,0,=0/89,=0/87,=0/89
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.9,0,90,88,90,0,0,0,=0/90,=0/88,=0/90
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90574.87,0,91,89,91,0,0,0,=0/91,=0/89,=0/91
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90574.57,0,92,90,92,0,0,0,=0/92,=0/90,=0/92
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,92876.47,0,93,91,93,0,0,0,=0/93,=0/91,=0/93
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,99217.83,0,94,92,94,0,0,0,=0/94,=0/92,=0/94
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.24,0,95,93,95,0,0,0,=0/95,=0/93,=0/95
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90574.75,0,96,94,96,0,0,0,=0/96,=0/94,=0/96
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,87,1,87,0,0,0,=0/87,=0/1,=0/87
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,98,2,98,0,0,0,=0/98,=0/2,=0/98
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,99,3,99,0,0,0,=0/99,=0/3,=0/99
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,100,4,100,0,0,0,=0/100,=0/4,=0/100
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,101,5,101,0,0,0,=0/101,=0/5,=0/101
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,102,6,102,0,0,0,=0/102,=0/6,=0/102
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,103,7,103,0,0,0,=0/103,=0/7,=0/103
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,259034.07,0,78,1,78,0,0,0,=0/78,=0/1,=0/78
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,361834.26,0,105,2,105,0,0,0,=0/105,=0/2,=0/105
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,255494.45,0,106,3,106,0,0,0,=0/106,=0/3,=0/106
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,361943.34,0,107,4,107,0,0,0,=0/107,=0/4,=0/107
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,351661.76,0,108,5,108,0,0,0,=0/108,=0/5,=0/108
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,351313.92,0,109,6,109,0,0,0,=0/109,=0/6,=0/109
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,259034.07,0,110,7,110,0,0,0,=0/110,=0/7,=0/110
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,259034.07,0,111,8,111,0,0,0,=0/111,=0/8,=0/111
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,259034.08,0,112,9,112,0,0,0,=0/112,=0/9,=0/112
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,257996.33,0,113,10,113,0,0,0,=0/113,=0/10,=0/113
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,246803.66,0,114,11,114,0,0,0,=0/114,=0/11,=0/114
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,104,8,104,0,0,0,=0/104,=0/8,=0/104
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,116,9,116,0,0,0,=0/116,=0/9,=0/116
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,117,10,117,0,0,0,=0/117,=0/10,=0/117
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,118,11,118,0,0,0,=0/118,=0/11,=0/118
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,119,12,119,0,0,0,=0/119,=0/12,=0/119
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,120,13,120,0,0,0,=0/120,=0/13,=0/120
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,121,14,121,0,0,0,=0/121,=0/14,=0/121
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,122,15,122,0,0,0,=0/122,=0/15,=0/122
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,123,16,123,0,0,0,=0/123,=0/16,=0/123
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,124,17,124,0,0,0,=0/124,=0/17,=0/124
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,125,18,125,0,0,0,=0/125,=0/18,=0/125
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,126,19,126,0,0,0,=0/126,=0/19,=0/126
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,127,20,127,0,0,0,=0/127,=0/20,=0/127
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,128,21,128,0,0,0,=0/128,=0/21,=0/128
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,129,22,129,0,0,0,=0/129,=0/22,=0/129
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,130,23,130,0,0,0,=0/130,=0/23,=0/130
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,131,24,131,0,0,0,=0/131,=0/24,=0/131
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,132,25,132,0,0,0,=0/132,=0/25,=0/132
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,133,26,133,0,0,0,=0/133,=0/26,=0/133
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,134,27,134,0,0,0,=0/134,=0/27,=0/134
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,135,28,135,0,0,0,=0/135,=0/28,=0/135
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,136,29,136,0,0,0,=0/136,=0/29,=0/136
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,137,30,137,0,0,0,=0/137,=0/30,=0/137
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,138,31,138,0,0,0,=0/138,=0/31,=0/138
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,139,32,139,0,0,0,=0/139,=0/32,=0/139
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,140,33,140,0,0,0,=0/140,=0/33,=0/140
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,141,34,141,0,0,0,=0/141,=0/34,=0/141
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,142,35,142,0,0,0,=0/142,=0/35,=0/142
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,143,36,143,0,0,0,=0/143,=0/36,=0/143
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,144,37,144,0,0,0,=0/144,=0/37,=0/144
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,145,38,145,0,0,0,=0/145,=0/38,=0/145
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,146,39,146,0,0,0,=0/146,=0/39,=0/146
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,147,40,147,0,0,0,=0/147,=0/40,=0/147
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,148,41,148,0,0,0,=0/148,=0/41,=0/148
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,149,42,149,0,0,0,=0/149,=0/42,=0/149
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,150,43,150,0,0,0,=0/150,=0/43,=0/150
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,151,44,151,0,0,0,=0/151,=0/44,=0/151
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,152,45,152,0,0,0,=0/152,=0/45,=0/152
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,153,46,153,0,0,0,=0/153,=0/46,=0/153
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,154,47,154,0,0,0,=0/154,=0/47,=0/154
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,155,48,155,0,0,0,=0/155,=0/48,=0/155
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,156,49,156,0,0,0,=0/156,=0/49,=0/156
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,157,50,157,0,0,0,=0/157,=0/50,=0/157
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,158,51,158,0,0,0,=0/158,=0/51,=0/158
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,159,52,159,0,0,0,=0/159,=0/52,=0/159
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,160,53,160,0,0,0,=0/160,=0/53,=0/160
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,161,54,161,0,0,0,=0/161,=0/54,=0/161
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,162,55,162,0,0,0,=0/162,=0/55,=0/162
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,163,56,163,0,0,0,=0/163,=0/56,=0/163
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,164,57,164,0,0,0,=0/164,=0/57,=0/164
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,165,58,165,0,0,0,=0/165,=0/58,=0/165
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,166,59,166,0,0,0,=0/166,=0/59,=0/166
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,167,60,167,0,0,0,=0/167,=0/60,=0/167
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,168,61,168,0,0,0,=0/168,=0/61,=0/168
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,169,62,169,0,0,0,=0/169,=0/62,=0/169
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,170,63,170,0,0,0,=0/170,=0/63,=0/170
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,171,64,171,0,0,0,=0/171,=0/64,=0/171
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,172,65,172,0,0,0,=0/172,=0/65,=0/172
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,173,66,173,0,0,0,=0/173,=0/66,=0/173
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,174,67,174,0,0,0,=0/174,=0/67,=0/174
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,175,68,175,0,0,0,=0/175,=0/68,=0/175
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,176,69,176,0,0,0,=0/176,=0/69,=0/176
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,177,70,177,0,0,0,=0/177,=0/70,=0/177
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,178,71,178,0,0,0,=0/178,=0/71,=0/178
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,179,72,179,0,0,0,=0/179,=0/72,=0/179
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,180,73,180,0,0,0,=0/180,=0/73,=0/180
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,181,74,181,0,0,0,=0/181,=0/74,=0/181
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,182,75,182,0,0,0,=0/182,=0/75,=0/182
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,183,76,183,0,0,0,=0/183,=0/76,=0/183
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,184,77,184,0,0,0,=0/184,=0/77,=0/184
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,99768.77,0,185,78,185,0,0,0,=0/185,=0/78,=0/185
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,186,79,186,0,0,0,=0/186,=0/79,=0/186
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,187,80,187,0,0,0,=0/187,=0/80,=0/187
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.87,0,97,95,97,0,0,0,=0/97,=0/95,=0/97
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,82649.48,0,189,96,189,0,0,0,=0/189,=0/96,=0/189
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,92879.38,0,190,97,190,0,0,0,=0/190,=0/97,=0/190
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90779.84,0,191,98,191,0,0,0,=0/191,=0/98,=0/191
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.84,0,192,99,192,0,0,0,=0/192,=0/99,=0/192
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.05,0,193,100,193,0,0,0,=0/193,=0/100,=0/193
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.85,0,194,101,194,0,0,0,=0/194,=0/101,=0/194
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.84,0,195,102,195,0,0,0,=0/195,=0/102,=0/195
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90768.44,0,196,103,196,0,0,0,=0/196,=0/103,=0/196
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90779.95,0,197,104,197,0,0,0,=0/197,=0/104,=0/197
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.84,0,198,105,198,0,0,0,=0/198,=0/105,=0/198
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,92749.74,0,199,106,199,0,0,0,=0/199,=0/106,=0/199
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.66,0,200,107,200,0,0,0,=0/200,=0/107,=0/200
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.94,0,201,108,201,0,0,0,=0/201,=0/108,=0/201
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90768.43,0,202,109,202,0,0,0,=0/202,=0/109,=0/202
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.97,0,203,110,203,0,0,0,=0/203,=0/110,=0/203
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90574.54,0,204,111,204,0,0,0,=0/204,=0/111,=0/204
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90557.97,0,205,112,205,0,0,0,=0/205,=0/112,=0/205
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.65,0,206,113,206,0,0,0,=0/206,=0/113,=0/206
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.94,0,207,114,207,0,0,0,=0/207,=0/114,=0/207
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90577.84,0,208,115,208,0,0,0,=0/208,=0/115,=0/208
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,92719.73,0,209,116,209,0,0,0,=0/209,=0/116,=0/209
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90768.44,0,210,117,210,0,0,0,=0/210,=0/117,=0/210
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90576.83,0,211,118,211,0,0,0,=0/211,=0/118,=0/211
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.73,0,212,119,212,0,0,0,=0/212,=0/119,=0/212
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,956060.23,0,213,120,213,0,0,0,=0/213,=0/120,=0/213
gemma3_4b,CoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90767.67,0,214,121,214,0,0,0,=0/214,=0/121,=0/214
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,188,81,188,0,0,0,=0/188,=0/81,=0/188
gemma3_4b,PoT,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,90717.95,0,215,82,215,0,0,0,=0/215,=0/82,=0/215
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,361834.31,0,115,12,115,0,0,0,=0/115,=0/12,=0/115
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,259334.53,0,217,13,217,0,0,0,=0/217,=0/13,=0/217
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,259034.08,0,218,14,218,0,0,0,=0/218,=0/14,=0/218
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,351661.76,0,219,15,219,0,0,0,=0/219,=0/15,=0/219
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,351549.99,0,220,16,220,0,0,0,=0/220,=0/16,=0/220
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,259034.08,0,221,17,221,0,0,0,=0/221,=0/17,=0/221
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,246803.66,0,222,18,222,0,0,0,=0/222,=0/18,=0/222
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,351514.23,0,223,19,223,0,0,0,=0/223,=0/19,=0/223
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,361943.33,0,224,20,224,0,0,0,=0/224,=0/20,=0/224
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,259034.07,0,225,21,225,0,0,0,=0/225,=0/21,=0/225
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,351549.99,0,226,22,226,0,0,0,=0/226,=0/22,=0/226
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,259034.08,0,227,23,227,0,0,0,=0/227,=0/23,=0/227
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,259334.53,0,228,24,228,0,0,0,=0/228,=0/24,=0/228
gemma3_4b,one_shot,a04DQjZn27c7bhVFTw6xq9RZf5obB44_W1prxw==,259334.53,0,229,25,229,0,0,0,=0/229,=0/25,=0/229
