Model,Type,Account,Distance,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,31.192947920964443,0,445,707,1914,0,0,0,=0/445,=0/707,=0/1914,=0/170
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.58039891549808,0,446,708,1915,0,0,0,=0/446,=0/708,=0/1915,=0/171
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.106938645110393,0,447,709,1916,0,0,0,=0/447,=0/709,=0/1916,=0/172
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.784887978899608,0,448,710,1917,0,0,0,=0/448,=0/710,=0/1917,=0/173
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,31.304951684997057,0,449,711,1918,0,0,0,=0/449,=0/711,=0/1918,=0/174
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.79932885150268,0,450,712,1919,0,0,0,=0/450,=0/712,=0/1919,=0/175
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.189039038652847,0,451,713,1920,0,0,0,=0/451,=0/713,=0/1920,=0/176
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.49576240750525,0,452,714,1921,0,0,0,=0/452,=0/714,=0/1921,=0/177
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.397368307141328,0,453,715,1922,0,0,0,=0/453,=0/715,=0/1922,=0/178
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.39013913315678,0,454,716,1923,0,0,0,=0/454,=0/716,=0/1923,=0/179
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.0178514522438,0,455,717,1924,0,0,0,=0/455,=0/717,=0/1924,=0/180
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,26.814175355583846,0,456,718,1925,0,0,0,=0/456,=0/718,=0/1925,=0/181
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.597297173897484,0,434,713,1903,0,0,0,=0/434,=0/713,=0/1903,=0/177
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,26.627053911388696,0,458,714,1927,0,0,0,=0/458,=0/714,=0/1927,=0/178
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.635642126552707,0,459,715,1928,0,0,0,=0/459,=0/715,=0/1928,=0/179
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,32.09361307176243,0,460,716,1929,0,0,0,=0/460,=0/716,=0/1929,=0/180
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.698484809834994,0,461,717,1930,0,0,0,=0/461,=0/717,=0/1930,=0/181
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,33.28663395418648,0,462,718,1931,0,0,0,=0/462,=0/718,=0/1931,=0/182
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.827070610799147,0,463,719,1932,0,0,0,=0/463,=0/719,=0/1932,=0/183
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,31.336879231984796,0,464,720,1933,0,0,0,=0/464,=0/720,=0/1933,=0/184
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.017236257093817,0,465,721,1934,0,0,0,=0/465,=0/721,=0/1934,=0/185
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,25.019992006393608,0,466,722,1935,0,0,0,=0/466,=0/722,=0/1935,=0/186
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.91366458960192,0,467,723,1936,0,0,0,=0/467,=0/723,=0/1936,=0/187
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,31.953090617340916,0,457,719,1926,0,0,0,=0/457,=0/719,=0/1926,=0/182
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.430248109405877,0,469,720,1938,0,0,0,=0/469,=0/720,=0/1938,=0/183
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.463092423455635,0,470,721,1939,0,0,0,=0/470,=0/721,=0/1939,=0/184
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,32.12475680841802,0,471,722,1940,0,0,0,=0/471,=0/722,=0/1940,=0/185
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,25.337718918639855,0,472,723,1941,0,0,0,=0/472,=0/723,=0/1941,=0/186
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.315012782448235,0,473,724,1942,0,0,0,=0/473,=0/724,=0/1942,=0/187
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.24889378365107,0,474,725,1943,0,0,0,=0/474,=0/725,=0/1943,=0/188
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,25.592967784139454,0,475,726,1944,0,0,0,=0/475,=0/726,=0/1944,=0/189
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.854497241083024,0,476,727,1945,0,0,0,=0/476,=0/727,=0/1945,=0/190
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,23.706539182259394,0,477,728,1946,0,0,0,=0/477,=0/728,=0/1946,=0/191
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.966648127543394,0,478,729,1947,0,0,0,=0/478,=0/729,=0/1947,=0/192
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.055498516937366,0,479,730,1948,0,0,0,=0/479,=0/730,=0/1948,=0/193
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.331501776206203,0,480,731,1949,0,0,0,=0/480,=0/731,=0/1949,=0/194
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.832867780352597,0,481,732,1950,0,0,0,=0/481,=0/732,=0/1950,=0/195
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.687976575562104,0,468,724,1937,0,0,0,=0/468,=0/724,=0/1937,=0/188
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,25.80697580112788,0,483,725,1952,0,0,0,=0/483,=0/725,=0/1952,=0/189
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.765752132274432,0,484,726,1953,0,0,0,=0/484,=0/726,=0/1953,=0/190
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.892651361962706,0,485,727,1954,0,0,0,=0/485,=0/727,=0/1954,=0/191
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,+,0,486,728,1955,0,0,0,=0/486,=0/728,=0/1955,=0/192
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,+,0,487,729,1956,0,0,0,=0/487,=0/729,=0/1956,=0/193
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.74021572639983,0,488,730,1957,0,0,0,=0/488,=0/730,=0/1957,=0/194
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,32.61901286060018,0,489,731,1958,0,0,0,=0/489,=0/731,=0/1958,=0/195
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,25.534290669607408,0,490,732,1959,0,0,0,=0/490,=0/732,=0/1959,=0/196
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.983866769659336,0,491,733,1960,0,0,0,=0/491,=0/733,=0/1960,=0/197
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,36.98648401781386,0,492,734,1961,0,0,0,=0/492,=0/734,=0/1961,=0/198
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,31.811947441173732,0,493,735,1962,0,0,0,=0/493,=0/735,=0/1962,=0/199
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,31.272991542223778,0,482,733,1951,0,0,0,=0/482,=0/733,=0/1951,=0/196
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.313000567495326,0,495,734,1964,0,0,0,=0/495,=0/734,=0/1964,=0/197
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,26.720778431774775,0,496,735,1965,0,0,0,=0/496,=0/735,=0/1965,=0/198
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,32.29551052391029,0,497,736,1966,0,0,0,=0/497,=0/736,=0/1966,=0/199
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.106938645110393,0,498,737,1967,0,0,0,=0/498,=0/737,=0/1967,=0/200
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.635642126552707,0,499,738,1968,0,0,0,=0/499,=0/738,=0/1968,=0/201
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.948229652260256,0,500,739,1969,0,0,0,=0/500,=0/739,=0/1969,=0/202
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,31.68595903550972,0,501,740,1970,0,0,0,=0/501,=0/740,=0/1970,=0/203
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.659419433511783,0,502,741,1971,0,0,0,=0/502,=0/741,=0/1971,=0/204
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,26.49528259898354,0,503,742,1972,0,0,0,=0/503,=0/742,=0/1972,=0/205
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.349588662354687,0,504,743,1973,0,0,0,=0/504,=0/743,=0/1973,=0/206
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.964262908219126,0,505,744,1974,0,0,0,=0/505,=0/744,=0/1974,=0/207
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,26.795522013948524,0,506,745,1975,0,0,0,=0/506,=0/745,=0/1975,=0/208
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,24.08318915758459,0,507,746,1976,0,0,0,=0/507,=0/746,=0/1976,=0/209
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,26.645825188948457,0,508,747,1977,0,0,0,=0/508,=0/747,=0/1977,=0/210
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,26.68332812825267,0,509,748,1978,0,0,0,=0/509,=0/748,=0/1978,=0/211
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.610455730027933,0,510,749,1979,0,0,0,=0/510,=0/749,=0/1979,=0/212
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,23.259406699226016,0,511,750,1980,0,0,0,=0/511,=0/750,=0/1980,=0/213
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,31.63858403911275,0,512,751,1981,0,0,0,=0/512,=0/751,=0/1981,=0/214
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,26.94438717061496,0,513,752,1982,0,0,0,=0/513,=0/752,=0/1982,=0/215
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.018512172212592,0,514,753,1983,0,0,0,=0/514,=0/753,=0/1983,=0/216
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,23.57965224510319,0,515,754,1984,0,0,0,=0/515,=0/754,=0/1984,=0/217
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,24.939927826679853,0,516,755,1985,0,0,0,=0/516,=0/755,=0/1985,=0/218
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.822070014844883,0,517,756,1986,0,0,0,=0/517,=0/756,=0/1986,=0/219
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.359836511806396,0,494,736,1963,0,0,0,=0/494,=0/736,=0/1963,=0/200
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.21347195933177,0,519,737,1988,0,0,0,=0/519,=0/737,=0/1988,=0/201
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,32.109188716004645,0,520,738,1989,0,0,0,=0/520,=0/738,=0/1989,=0/202
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.178005607210743,0,521,739,1990,0,0,0,=0/521,=0/739,=0/1990,=0/203
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.086079144497972,0,522,740,1991,0,0,0,=0/522,=0/740,=0/1991,=0/204
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,34.0147027033899,0,523,741,1992,0,0,0,=0/523,=0/741,=0/1992,=0/205
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.430248109405877,0,524,742,1993,0,0,0,=0/524,=0/742,=0/1993,=0/206
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.854497241083024,0,525,743,1994,0,0,0,=0/525,=0/743,=0/1994,=0/207
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.34280150224242,0,526,744,1995,0,0,0,=0/526,=0/744,=0/1995,=0/208
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.154759474226502,0,527,745,1996,0,0,0,=0/527,=0/745,=0/1996,=0/209
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,31.0,0,528,746,1997,0,0,0,=0/528,=0/746,=0/1997,=0/210
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,25.219040425836983,0,529,747,1998,0,0,0,=0/529,=0/747,=0/1998,=0/211
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.610455730027933,0,530,748,1999,0,0,0,=0/530,=0/748,=0/1999,=0/212
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.53179979587241,0,531,749,2000,0,0,0,=0/531,=0/749,=0/2000,=0/213
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.820855486487112,0,532,750,2001,0,0,0,=0/532,=0/750,=0/2001,=0/214
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.635642126552707,0,533,751,2002,0,0,0,=0/533,=0/751,=0/2002,=0/215
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.430248109405877,0,534,752,2003,0,0,0,=0/534,=0/752,=0/2003,=0/216
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,32.18695387886216,0,535,753,2004,0,0,0,=0/535,=0/753,=0/2004,=0/217
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.120439557122072,0,536,754,2005,0,0,0,=0/536,=0/754,=0/2005,=0/218
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.460498941515414,0,537,755,2006,0,0,0,=0/537,=0/755,=0/2006,=0/219
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.610455730027933,0,538,756,2007,0,0,0,=0/538,=0/756,=0/2007,=0/220
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,33.301651610693426,0,539,757,2008,0,0,0,=0/539,=0/757,=0/2008,=0/221
gemini-2.0-flash-lite-001,CoT,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.035691537752374,0,540,758,2009,0,0,0,=0/540,=0/758,=0/2009,=0/222
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,26.720778431774775,0,518,757,1987,0,0,0,=0/518,=0/757,=0/1987,=0/220
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,23.40939982143925,0,542,758,2011,0,0,0,=0/542,=0/758,=0/2011,=0/221
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,28.106938645110393,0,543,759,2012,0,0,0,=0/543,=0/759,=0/2012,=0/222
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.659419433511783,0,544,760,2013,0,0,0,=0/544,=0/760,=0/2013,=0/223
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,24.535688292770594,0,545,761,2014,0,0,0,=0/545,=0/761,=0/2014,=0/224
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.03446228191595,0,546,762,2015,0,0,0,=0/546,=0/762,=0/2015,=0/225
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.459060435491963,0,547,763,2016,0,0,0,=0/547,=0/763,=0/2016,=0/226
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.95157508108432,0,548,764,2017,0,0,0,=0/548,=0/764,=0/2017,=0/227
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.133038346638727,0,549,765,2018,0,0,0,=0/549,=0/765,=0/2018,=0/228
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.92848008753788,0,550,766,2019,0,0,0,=0/550,=0/766,=0/2019,=0/229
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,25.573423705088842,0,551,767,2020,0,0,0,=0/551,=0/767,=0/2020,=0/230
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.202941017470888,0,552,768,2021,0,0,0,=0/552,=0/768,=0/2021,=0/231
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.120439557122072,0,553,769,2022,0,0,0,=0/553,=0/769,=0/2022,=0/232
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.94637722496424,0,554,770,2023,0,0,0,=0/554,=0/770,=0/2023,=0/233
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.133038346638727,0,555,771,2024,0,0,0,=0/555,=0/771,=0/2024,=0/234
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.964262908219126,0,556,772,2025,0,0,0,=0/556,=0/772,=0/2025,=0/235
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,25.15949125081825,0,557,773,2026,0,0,0,=0/557,=0/773,=0/2026,=0/236
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,29.832867780352597,0,558,774,2027,0,0,0,=0/558,=0/774,=0/2027,=0/237
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,25.84569596664017,0,559,775,2028,0,0,0,=0/559,=0/775,=0/2028,=0/238
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,27.422618401604176,0,560,776,2029,0,0,0,=0/560,=0/776,=0/2029,=0/239
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,30.133038346638727,0,561,777,2030,0,0,0,=0/561,=0/777,=0/2030,=0/240
gemini-2.0-flash-lite-001,one_shot,EI36aLEOUVXUaobJieSVIffrC65G3nsHUaNvWg==,25.729360660537214,0,562,778,2031,0,0,0,=0/562,=0/778,=0/2031,=0/241
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,30.298514815086232,0,1,760,2032,0,0,0,=0/1,=0/760,=0/2032,=0/1
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,28.460498941515414,0,2,761,2033,0,0,0,=0/2,=0/761,=0/2033,=0/2
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,30.757112998459398,0,3,762,2034,0,0,0,=0/3,=0/762,=0/2034,=0/3
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,27.54995462791182,0,4,763,2035,0,0,0,=0/4,=0/763,=0/2035,=0/4
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,25.41653005427767,0,5,764,2036,0,0,0,=0/5,=0/764,=0/2036,=0/5
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,27.23967694375247,0,6,765,2037,0,0,0,=0/6,=0/765,=0/2037,=0/6
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,30.265491900843113,0,7,766,2038,0,0,0,=0/7,=0/766,=0/2038,=0/7
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,33.95585369269929,0,8,767,2039,0,0,0,=0/8,=0/767,=0/2039,=0/8
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,28.106938645110393,0,9,768,2040,0,0,0,=0/9,=0/768,=0/2040,=0/9
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,26.267851073127396,0,10,769,2041,0,0,0,=0/10,=0/769,=0/2041,=0/10
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,31.54362059117501,0,11,770,2042,0,0,0,=0/11,=0/770,=0/2042,=0/11
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,26.94438717061496,0,12,771,2043,0,0,0,=0/12,=0/771,=0/2043,=0/12
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,35.014282800023196,0,13,772,2044,0,0,0,=0/13,=0/772,=0/2044,=0/13
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,27.0,0,14,773,2045,0,0,0,=0/14,=0/773,=0/2045,=0/14
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,29.154759474226502,0,15,774,2046,0,0,0,=0/15,=0/774,=0/2046,=0/15
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,28.6705423736629,0,16,775,2047,0,0,0,=0/16,=0/775,=0/2047,=0/16
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,32.28002478313795,0,17,776,2048,0,0,0,=0/17,=0/776,=0/2048,=0/17
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,31.559467676119,0,18,777,2049,0,0,0,=0/18,=0/777,=0/2049,=0/18
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,33.04542328371661,0,19,778,2050,0,0,0,=0/19,=0/778,=0/2050,=0/19
gemini-2.0-flash-lite-001,CoT,fUyuU8aCfEWrAePEtmb8oc17UWFZh4DN9rZKcw==,30.886890422961002,0,20,779,2051,0,0,0,=0/20,=0/779,=0/2051,=0/20
