Model,Type,Account,X,Y,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,113,503,1693,32,0,654,=32/113,=0/503,=654/1693,=0/46
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,114,504,1694,32,0,654,=32/114,=0/504,=654/1694,=0/47
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,115,505,1695,32,0,654,=32/115,=0/505,=654/1695,=0/48
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,116,506,1696,32,0,654,=32/116,=0/506,=654/1696,=0/49
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,117,507,1697,32,0,654,=32/117,=0/507,=654/1697,=0/50
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,118,508,1698,32,0,654,=32/118,=0/508,=654/1698,=0/51
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,119,509,1699,32,0,654,=32/119,=0/509,=654/1699,=0/52
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,120,510,1700,32,0,654,=32/120,=0/510,=654/1700,=0/53
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,121,511,1701,32,0,654,=32/121,=0/511,=654/1701,=0/54
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,122,512,1702,32,0,654,=32/122,=0/512,=654/1702,=0/55
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,123,513,1703,32,0,654,=32/123,=0/513,=654/1703,=0/56
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,124,514,1704,32,0,654,=32/124,=0/514,=654/1704,=0/57
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,125,515,1705,32,0,654,=32/125,=0/515,=654/1705,=0/58
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,89,603,1669,22,68,644,=22/89,=68/603,=644/1669,=5/40
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8181,1,127,604,1707,33,69,655,=33/127,=69/604,=655/1707,=6/41
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,128,605,1708,33,69,655,=33/128,=69/605,=655/1708,=6/42
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,129,606,1709,33,69,655,=33/129,=69/606,=655/1709,=6/43
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,130,607,1710,33,69,655,=33/130,=69/607,=655/1710,=6/44
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,131,608,1711,33,69,655,=33/131,=69/608,=655/1711,=6/45
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,132,609,1712,33,69,655,=33/132,=69/609,=655/1712,=6/46
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,133,610,1713,33,69,655,=33/133,=69/610,=655/1713,=6/47
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,134,611,1714,33,69,655,=33/134,=69/611,=655/1714,=6/48
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,135,612,1715,33,69,655,=33/135,=69/612,=655/1715,=6/49
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,136,613,1716,33,69,655,=33/136,=69/613,=655/1716,=6/50
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.818,1,99,587,1679,32,586,654,=32/99,=586/587,=654/1679,=27/27
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8335,1,138,588,1718,35,587,657,=35/138,=587/588,=657/1718,=28/28
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.844,1,139,589,1719,36,588,658,=36/139,=588/589,=658/1719,=29/29
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.846,1,140,590,1720,37,589,659,=37/140,=589/590,=659/1720,=30/30
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.91009,1,137,614,1717,34,70,656,=34/137,=70/614,=656/1717,=7/51
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,142,615,1722,38,70,660,=38/142,=70/615,=660/1722,=7/52
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,143,616,1723,38,70,660,=38/143,=70/616,=660/1723,=7/53
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,126,516,1706,32,0,654,=32/126,=0/516,=654/1706,=0/59
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,145,517,1725,38,0,660,=38/145,=0/517,=660/1725,=0/60
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,146,518,1726,38,0,660,=38/146,=0/518,=660/1726,=0/61
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,147,519,1727,38,0,660,=38/147,=0/519,=660/1727,=0/62
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,148,520,1728,38,0,660,=38/148,=0/520,=660/1728,=0/63
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,149,521,1729,38,0,660,=38/149,=0/521,=660/1729,=0/64
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,150,522,1730,38,0,660,=38/150,=0/522,=660/1730,=0/65
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,151,523,1731,38,0,660,=38/151,=0/523,=660/1731,=0/66
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,152,524,1732,38,0,660,=38/152,=0/524,=660/1732,=0/67
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,153,525,1733,38,0,660,=38/153,=0/525,=660/1733,=0/68
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,144,617,1724,38,70,660,=38/144,=70/617,=660/1724,=7/54
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8181,1,155,618,1735,39,71,661,=39/155,=71/618,=661/1735,=8/55
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,156,619,1736,39,71,661,=39/156,=71/619,=661/1736,=8/56
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,157,620,1737,39,71,661,=39/157,=71/620,=661/1737,=8/57
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,158,621,1738,39,71,661,=39/158,=71/621,=661/1738,=8/58
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,154,526,1734,38,0,660,=38/154,=0/526,=660/1734,=0/69
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,160,527,1740,39,0,661,=39/160,=0/527,=661/1740,=0/70
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,161,528,1741,39,0,661,=39/161,=0/528,=661/1741,=0/71
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,162,529,1742,39,0,661,=39/162,=0/529,=661/1742,=0/72
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,163,530,1743,39,0,661,=39/163,=0/530,=661/1743,=0/73
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,164,531,1744,39,0,661,=39/164,=0/531,=661/1744,=0/74
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,165,532,1745,39,0,661,=39/165,=0/532,=661/1745,=0/75
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,166,533,1746,39,0,661,=39/166,=0/533,=661/1746,=0/76
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,167,534,1747,39,0,661,=39/167,=0/534,=661/1747,=0/77
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,168,535,1748,39,0,661,=39/168,=0/535,=661/1748,=0/78
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,169,536,1749,39,0,661,=39/169,=0/536,=661/1749,=0/79
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,170,537,1750,39,0,661,=39/170,=0/537,=661/1750,=0/80
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,171,538,1751,39,0,661,=39/171,=0/538,=661/1751,=0/81
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,172,539,1752,39,0,661,=39/172,=0/539,=661/1752,=0/82
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,173,540,1753,39,0,661,=39/173,=0/540,=661/1753,=0/83
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,174,541,1754,39,0,661,=39/174,=0/541,=661/1754,=0/84
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,175,542,1755,39,0,661,=39/175,=0/542,=661/1755,=0/85
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,176,543,1756,39,0,661,=39/176,=0/543,=661/1756,=0/86
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,177,544,1757,39,0,661,=39/177,=0/544,=661/1757,=0/87
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,178,545,1758,39,0,661,=39/178,=0/545,=661/1758,=0/88
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,179,546,1759,39,0,661,=39/179,=0/546,=661/1759,=0/89
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,180,547,1760,39,0,661,=39/180,=0/547,=661/1760,=0/90
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,181,548,1761,39,0,661,=39/181,=0/548,=661/1761,=0/91
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,182,549,1762,39,0,661,=39/182,=0/549,=661/1762,=0/92
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,183,550,1763,39,0,661,=39/183,=0/550,=661/1763,=0/93
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,184,551,1764,39,0,661,=39/184,=0/551,=661/1764,=0/94
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,185,552,1765,39,0,661,=39/185,=0/552,=661/1765,=0/95
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,186,553,1766,39,0,661,=39/186,=0/553,=661/1766,=0/96
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,187,554,1767,39,0,661,=39/187,=0/554,=661/1767,=0/97
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,188,555,1768,39,0,661,=39/188,=0/555,=661/1768,=0/98
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.845,1,141,591,1721,38,590,660,=38/141,=590/591,=660/1721,=31/31
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.0288,1.816,1,190,592,1770,40,591,662,=40/190,=591/592,=662/1770,=32/32
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.818,1,191,593,1771,41,592,663,=41/191,=592/593,=663/1771,=33/33
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.789,1,192,594,1772,42,593,664,=42/192,=593/594,=664/1772,=34/34
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8237,1,193,595,1773,43,594,665,=43/193,=594/595,=665/1773,=35/35
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.818,1,194,596,1774,44,595,666,=44/194,=595/596,=666/1774,=36/36
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8249,1,195,597,1775,45,596,667,=45/195,=596/597,=667/1775,=37/37
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,196,598,1776,46,597,668,=46/196,=597/598,=668/1776,=38/38
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.845,1,197,599,1777,47,598,669,=47/197,=598/599,=669/1777,=39/39
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.029,1.83,1,198,600,1778,48,599,670,=48/198,=599/600,=670/1778,=40/40
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.832,1,199,601,1779,49,600,671,=49/199,=600/601,=671/1779,=41/41
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.832,1,200,602,1780,50,601,672,=50/200,=601/602,=672/1780,=42/42
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8204,1,201,603,1781,51,602,673,=51/201,=602/603,=673/1781,=43/43
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.81895,1,202,604,1782,52,603,674,=52/202,=603/604,=674/1782,=44/44
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,203,605,1783,53,604,675,=53/203,=604/605,=675/1783,=45/45
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.0288,1.83,1,204,606,1784,54,605,676,=54/204,=605/606,=676/1784,=46/46
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.83,1,205,607,1785,55,606,677,=55/205,=606/607,=677/1785,=47/47
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.83,1,206,608,1786,56,607,678,=56/206,=607/608,=678/1786,=48/48
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.832,1,207,609,1787,57,608,679,=57/207,=608/609,=679/1787,=49/49
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.811,1,208,610,1788,58,609,680,=58/208,=609/610,=680/1788,=50/50
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.816,1,209,611,1789,59,610,681,=59/209,=610/611,=681/1789,=51/51
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8189,1,210,612,1790,60,611,682,=60/210,=611/612,=682/1790,=52/52
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8319,1,211,613,1791,61,612,683,=61/211,=612/613,=683/1791,=53/53
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.818,1,212,614,1792,62,613,684,=62/212,=613/614,=684/1792,=54/54
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.812,1,213,615,1793,63,614,685,=63/213,=614/615,=685/1793,=55/55
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.818,1,214,616,1794,64,615,686,=64/214,=615/616,=686/1794,=56/56
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.829,1,215,617,1795,65,616,687,=65/215,=616/617,=687/1795,=57/57
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,216,618,1796,66,617,688,=66/216,=617/618,=688/1796,=58/58
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.845,1,217,619,1797,67,618,689,=67/217,=618/619,=689/1797,=59/59
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,159,622,1739,39,71,661,=39/159,=71/622,=661/1739,=8/59
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,219,623,1799,68,71,690,=68/219,=71/623,=690/1799,=8/60
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,220,624,1800,68,71,690,=68/220,=71/624,=690/1800,=8/61
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,1.91,1.81,0,221,625,1801,68,71,690,=68/221,=71/625,=690/1801,=8/62
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,222,626,1802,68,71,690,=68/222,=71/626,=690/1802,=8/63
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,223,627,1803,68,71,690,=68/223,=71/627,=690/1803,=8/64
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,0.0,0.0,0,224,628,1804,68,71,690,=68/224,=71/628,=690/1804,=8/65
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,225,629,1805,68,71,690,=68/225,=71/629,=690/1805,=8/66
gemini-2.0-flash-lite-001,one_shot,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,226,630,1806,68,71,690,=68/226,=71/630,=690/1806,=8/67
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.83193,1,218,620,1798,68,619,690,=68/218,=619/620,=690/1798,=60/60
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.821,1,228,621,1808,69,620,691,=69/228,=620/621,=691/1808,=61/61
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.818,1,229,622,1809,70,621,692,=70/229,=621/622,=692/1809,=62/62
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.029,1.833,1,230,623,1810,71,622,693,=71/230,=622/623,=693/1810,=63/63
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.813,1,231,624,1811,72,623,694,=72/231,=623/624,=694/1811,=64/64
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,232,625,1812,73,624,695,=73/232,=624/625,=695/1812,=65/65
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,233,626,1813,74,625,696,=74/233,=625/626,=696/1813,=66/66
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.81971,1,234,627,1814,75,626,697,=75/234,=626/627,=697/1814,=67/67
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.8197,1,235,628,1815,76,627,698,=76/235,=627/628,=698/1815,=68/68
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.02876,1.81859,1,236,629,1816,77,628,699,=77/236,=628/629,=699/1816,=69/69
gemini-2.0-flash-lite-001,CoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,2.03,1.816,1,237,630,1817,78,629,700,=78/237,=629/630,=700/1817,=70/70
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,189,556,1769,39,0,661,=39/189,=0/556,=661/1769,=0/99
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,239,557,1819,79,0,701,=79/239,=0/557,=701/1819,=0/100
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,240,558,1820,79,0,701,=79/240,=0/558,=701/1820,=0/101
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,241,559,1821,79,0,701,=79/241,=0/559,=701/1821,=0/102
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,242,560,1822,79,0,701,=79/242,=0/560,=701/1822,=0/103
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,243,561,1823,79,0,701,=79/243,=0/561,=701/1823,=0/104
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,244,562,1824,79,0,701,=79/244,=0/562,=701/1824,=0/105
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,245,563,1825,79,0,701,=79/245,=0/563,=701/1825,=0/106
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,246,564,1826,79,0,701,=79/246,=0/564,=701/1826,=0/107
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,247,565,1827,79,0,701,=79/247,=0/565,=701/1827,=0/108
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,248,566,1828,79,0,701,=79/248,=0/566,=701/1828,=0/109
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,249,567,1829,79,0,701,=79/249,=0/567,=701/1829,=0/110
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,250,568,1830,79,0,701,=79/250,=0/568,=701/1830,=0/111
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,251,569,1831,79,0,701,=79/251,=0/569,=701/1831,=0/112
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,252,570,1832,79,0,701,=79/252,=0/570,=701/1832,=0/113
gemini-2.0-flash-lite-001,PoT,8wqByWs1-IGzur3V6uMgWQZBqcBBCn00AAUtXA==,+,0,253,571,1833,79,0,701,=79/253,=0/571,=701/1833,=0/114
